@relation 'C__Users_samir_Desktop_2nd Semester_AI_HW5_Dataset_Training'

@attribute text string
@attribute @@class@@ {one,zero}

@data
'best i\'ve found so far  i\'ve tried 2 other bluetooths and this one has the best quality for both me and the listener as well as ease of using\r\n',one
'i received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger\r\n',zero
'service is also cute\r\n',one
'waitress was a little slow in service\r\n',zero
'i could care less the interior is just beautiful\r\n',one
'this place is not worth your timelet alone vegas\r\n',zero
'so they performed\r\n',one
'did not like at all\r\n',zero
'that\'s rightthe red velvet cakeohhh this stuff is so good\r\n',one
'the burrittos blah\r\n',zero
'this hole in the wall has great mexican street tacosand friendly staff\r\n',one
'- they never brought a salad we asked for\r\n',zero
'also there are combos like a burgerfriesand beer for 23 which is a decent deal\r\n',one
'took an hour to get our food only 4 tables in restaurant my food was luke warmour sever was running around like he was totally overwhelmed\r\n',zero
'i found this place by accident and i could not be happier\r\n',one
'the worst was the salmon sashimi\r\n',zero
'overalli like this place a lot\r\n',one
'this was like the final blow\r\n',zero
'the only redeeming quality of the restaurant was that it was very inexpensive\r\n',one
'seems like a good quick place to grab a bite of some familiar pub foodbut do yourself a favor and look elsewhere\r\n',zero
'ample portions and good prices\r\n',one
'poor servicethe waiter made me feel like i was stupid every time he came to the table\r\n',zero
'integrated seamlessly with the motorola razr phone\r\n',one
'that\'s a huge design flaw unless i\'m not using it correctlywhich i don\'t think is the case\r\n',zero
'my first visit to hiro was a delight\r\n',one
'service sucks\r\n',zero
'the shrimp tender and moist\r\n',one
'there is not a deal good enough that would drag me into that establishment again\r\n',zero
'on a positive noteour server was very attentive and provided great service\r\n',one
'hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn\'t want to eat it for fear of getting sick\r\n',zero
'the only thing i did like was the prime rib and dessert section\r\n',one
'frozen pucks of disgustwith some of the worst people behind the register\r\n',zero
'the burger is good beefcooked just right\r\n',one
'it\'s too bad the food is so damn generic\r\n',zero
'if you want a sandwich just go to any firehouse\r\n',one
'they have horrible attitudes towards customersand talk down to each one when customers don\'t enjoy their food\r\n',zero
'my side greek salad with the greek dressing was so tastyand the pita and hummus was very refreshing\r\n',one
'the heart attack grill in downtown vegas is an absolutely flat-lined excuse for a restaurant\r\n',zero
'we ordered the duck rare and it was pink and tender on the inside with a nice char on the outside\r\n',one
'not much seafood and like 5 strings of pasta at the bottom\r\n',zero
'he came running after us when he realized my husband had left his sunglasses on the table\r\n',one
'the ripped banana was not only rippedbut petrified and tasteless\r\n',zero
'their chow mein is so good\r\n',one
'at least think to refill my water before i struggle to wave you over for 10 minutes\r\n',zero
'definitely a bargain\r\n',one
'the cameraalthough rated at an impressive 13 megapixelsrenders images that fall well below expectations of such a relatively high resolution\r\n',zero
'the portion was huge\r\n',one
'we got the food and apparently they have never heard of salt and the batter on the fish was chewy\r\n',zero
'loved itfriendly serversgreat foodwonderful and imaginative menu\r\n',one
'the service was meh\r\n',zero
'the salad had just the right amount of sauce to not over power the scallopwhich was perfectly cooked\r\n',one
'it took over 30 min to get their milkshakewhich was nothing more than chocolate milk\r\n',zero
'this place receives stars for their appetizers\r\n',one
'i guess i should have known that this place would suckbecause it is inside of the excaliburbut i didn\'t use my common sense\r\n',zero
'the cocktails are all handmade and delicious\r\n',one
'the scallop dish is quite appalling for value as well\r\n',zero
'we\'d definitely go back here again\r\n',one
'2 times - very bad customer service \r\n',zero
'we are so glad we found this place\r\n',one
'there is so much good food in vegas that i feel cheated for wasting an eating opportunity by going to rice and company\r\n',zero
'great food and servicehuge portions and they give a military discount\r\n',one
'coming here is like experiencing an underwhelming relationship where both parties can\'t wait for the other person to ask to break up\r\n',zero
'always a great time at dos gringos\r\n',one
'walked in and the place smelled like an old grease trap and only 2 others there eating\r\n',zero
'updatewent back for a second time and it was still just as amazing\r\n',one
'the turkey and roast beef were bland\r\n',zero
'the price was very good and with the free shipping and all it was a good purchase\r\n',one
'i purcashed this for the car charger and it does not work\r\n',zero
'a great way to finish a great\r\n',one
'the pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old\r\n',zero
'the deal included 5 tastings and 2 drinksand jeff went above and beyond what we expected\r\n',one
'the poor batter to meat ratio made the chicken tenders very unsatisfying\r\n',zero
'- reallyreally good riceall the time\r\n',one
'in summarythis was a largely disappointing dining experience\r\n',zero
'the sweet potato fries were very good and seasoned well\r\n',one
'never been to hard rock casino beforewill never ever step forward in it again\r\n',zero
'today is the second time i\'ve been to their lunch buffet and it was pretty good\r\n',one
'say bye bye to your tip lady\r\n',zero
'this place has it\r\n',one
'we\'ll never go again\r\n',zero
'i love the pho and the spring rolls oh so yummy you have to try\r\n',one
'it was not good\r\n',zero
'all i have to say is the food was amazing\r\n',one
'real sushi loverslet\'s be honest - yama is not that good\r\n',zero
'omelets are to die for\r\n',one
'at least 40min passed in between us ordering and the food arrivingand it wasn\'t that busy\r\n',zero
'everything was fresh and delicious\r\n',one
'it was pretty gross\r\n',zero
'pros-good camera - very nice pictures also has cool styles like black and whiteand more\r\n',one
'i got this phone around the end of may and i\'m completely unhappy with it\r\n',zero
'it\'s like a really sexy party in your mouthwhere you\'re outrageously flirting with the hottest person at the party\r\n',one
'i\'ve had better atmosphere\r\n',zero
'best breakfast buffet\r\n',one
'kind of hard to mess up a steak but they did\r\n',zero
'will be back again\r\n',one
'although i very much liked the look and sound of this placethe actual experience was a bit disappointing\r\n',zero
'food arrived quickly\r\n',one
'i just don\'t know how this place managed to served the blandest food i have ever eaten when they are preparing indian cuisine\r\n',zero
'on the up sidetheir cafe serves really good food\r\n',one
'worst service to bootbut that is the least of their worries\r\n',zero
'our server was fantastic and when he found out the wife loves roasted garlic and bone marrowhe added extra to our meal and another marrow to go\r\n',one
'host staff werefor lack of a better wordbitches\r\n',zero
'the only good thing was our waiterhe was very helpful and kept the bloddy mary\'s coming\r\n',one
'bland not a liking this place for a number of reasons and i don\'t want to waste time on bad reviewing i\'ll leave it at that\r\n',zero
'best buffet in townfor the price you cannot beat it\r\n',one
'i wouldn\'t return\r\n',zero
'i loved their mussels cooked in this wine reductionthe duck was tenderand their potato dishes were delicious\r\n',one
'this place is way too overpriced for mediocre food\r\n',zero
'this is one of the better buffets that i have been to\r\n',one
'the management is rude\r\n',zero
'i love my 350 headset my jabra350 bluetooth headset is greatthe reception is very good and the ear piece is a comfortable fit\r\n',one
'could not get strong enough signal\r\n',zero
'so we went to tigerlilly and had a fantastic afternoon\r\n',one
'he was extremely rude and reallythere are so many other restaurants i would love to dine at during a weekend in vegas\r\n',zero
'the food was deliciousour bartender was attentive and personable and we got a great deal\r\n',one
'don\'t do it\r\n',zero
'the ambience is wonderful and there is music playing\r\n',one
'the waiter wasn\'t helpful or friendly and rarely checked on us\r\n',zero
